user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCA_000970005.1_ASM97000v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp000969965	GCF_000969965.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp000969965	99.44	0.95	GCF_000969965.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp000969965	99.44	0.95	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000970265.1, s__Methanosarcina lacustris, 95.0, 90.13, 0.68; GCF_000979455.1, s__Methanosarcina sp000979455, 95.0, 88.45, 0.59; GCA_000007345.1, s__Methanosarcina acetivorans, 95.0, 84.64, 0.76; GCF_000970085.1, s__Methanosarcina siciliae, 95.0, 84.07, 0.73; GCA_013331265.1, s__Methanosarcina sp10923u, 95.0, 82.82, 0.3; GCF_000970285.1, s__Methanosarcina horonobensis, 95.0, 81.4, 0.54; GCA_013330315.1, s__Methanosarcina sp8098u, 95.0, 81.22, 0.22; GCF_000970205.1, s__Methanosarcina mazei, 95.0, 80.25, 0.49; GCA_002509325.1, s__Methanosarcina sp002509325, 95.0, 79.71, 0.32; GCF_000195895.1, s__Methanosarcina barkeri_B, 95.0, 79.48, 0.32; GCA_002505485.1, s__Methanosarcina sp002505485, 95.0, 79.43, 0.38; GCA_002496565.1, s__Methanosarcina sp002496565, 95.0, 79.33, 0.35; GCF_000969905.1, s__Methanosarcina vacuolata, 95.0, 79.22, 0.32; GCA_001714685.2, s__Methanosarcina sp001714685, 95.0, 79.18, 0.32; GCF_000970305.1, s__Methanosarcina barkeri_A, 95.0, 79.16, 0.35; GCF_001304615.1, s__Methanosarcina flavescens, 95.0, 79.11, 0.35; GCA_013331275.1, s__Methanosarcina sp11020u, 95.0, 78.97, 0.3; GCA_002499445.1, s__Methanosarcina sp002499445, 95.0, 78.9, 0.3; GCF_000970025.1, s__Methanosarcina barkeri, 95.0, 78.81, 0.38; GCF_000969885.1, s__Methanosarcina thermophila, 95.0, 78.45, 0.27; GCF_004099695.1, s__Methanosarcina sp004099695, 95.0, 78.4, 0.3; GCA_003157235.1, s__Methanosarcina sp003157235, 95.0, 77.33, 0.08; GCF_002287235.1, s__Methanosarcina spelaei, 95.0, 77.19, 0.43; GCA_003164755.1, s__Methanosarcina sp003164755, 95.0, 76.76, 0.08	97.5	11	N/A	N/A
GCA_000970045.1_ASM97004v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4 sp000970045	GCF_000970045.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4 sp000970045	100.0	1.0	GCF_000970045.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4 sp000970045	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013329415.1, s__MTP4 sp9310u, 95.0, 92.02, 0.6	96.57	11	N/A	N/A
GCA_000008665.1_ASM866v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	GCF_000008665.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	100.0	1.0	GCF_000008665.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002507545.1, s__Archaeoglobus sp002507545, 95.0, 78.69, 0.15	96.99	11	N/A	N/A
GCA_000734035.1_ASM73403v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	GCF_000008665.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	99.22	0.81	GCF_000008665.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	99.22	0.81	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002507545.1, s__Archaeoglobus sp002507545, 95.0, 78.69, 0.19	94.5	11	N/A	N/A
GCA_000025285.1_ASM2528v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B profundus	GCF_000025285.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B profundus	100.0	1.0	GCF_000025285.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B profundus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003663025.1, s__Archaeoglobus_B sp003663025, 95.0, 78.3, 0.14	96.98	11	N/A	N/A
GCA_000194625.1_ASM19462v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__Archaeoglobus_C veneficus	GCF_000194625.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__Archaeoglobus_C veneficus	100.0	1.0	GCF_000194625.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__Archaeoglobus_C veneficus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003663055.1, s__Archaeoglobus_C sp003663055, 95.0, 80.46, 0.08; GCA_003978865.1, s__Archaeoglobus_C sp003978865, 95.0, 74.81, 0.08	97.17	11	N/A	N/A
GCA_000789255.1_ASM78925v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus acetivorans	GCF_000789255.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus acetivorans	100.0	1.0	GCF_000789255.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus acetivorans	100.0	1.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001006045.1, s__Geoglobus ahangari, 95.0, 76.76, 0.12; GCA_002494725.1, s__Geoglobus sp002494725, 95.0, 74.62, 0.12	95.75	11	N/A	N/A
GCA_001006045.1_ASM100604v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus ahangari	GCF_001006045.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus ahangari	100.0	1.0	GCF_001006045.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__Geoglobus ahangari	100.0	1.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002494725.1, s__Geoglobus sp002494725, 95.0, 78.9, 0.15; GCF_000789255.1, s__Geoglobus acetivorans, 95.0, 76.64, 0.08	96.37	11	N/A	N/A
GCA_000025505.1_ASM2550v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus placidus	GCF_000025505.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus placidus	100.0	1.0	GCF_000025505.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus placidus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.9	11	N/A	N/A
GCA_002723045.1_ASM272304v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002723045	GCA_002723045.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002723045	100.0	1.0	GCA_002723045.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002723045	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 87.53, 0.86; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 85.47, 0.49; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 83.97, 0.83; GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 83.5, 0.23; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 83.48, 0.14; GCA_002728565.1, s__MGIIb-O3 sp002728565, 95.0, 82.92, 0.03; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 81.77, 0.17; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 80.17, 0.57; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 79.5, 0.14; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 79.19, 0.4; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 78.93, 0.17; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 78.46, 0.11; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 78.39, 0.09; GCA_002722735.1, s__MGIIb-O3 sp002722735, 95.0, 78.09, 0.11; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.9, 0.11; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 76.95, 0.09; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 76.04, 0.09; GCA_002172185.1, s__MGIIb-O3 sp002172185, 95.0, 75.88, 0.06	55.31	11	N/A	N/A
GCA_002730445.1_ASM273044v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002730445	GCA_002730445.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002730445	100.0	1.0	GCA_002730445.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002730445	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 85.35, 0.21; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 84.01, 0.34; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 83.48, 0.3; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 80.65, 0.19; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 78.05, 0.2; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 77.89, 0.1; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.7, 0.02; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 77.66, 0.07; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 77.38, 0.05; GCA_002731195.1, s__MGIIb-O3 sp002731195, 95.0, 77.13, 0.01; GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 76.76, 0.07; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 76.66, 0.03; GCA_002728565.1, s__MGIIb-O3 sp002728565, 95.0, 76.43, 0.03; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 75.88, 0.03; GCA_002172185.1, s__MGIIb-O3 sp002172185, 95.0, 75.88, 0.02; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 75.69, 0.04; GCA_001629205.1, s__MGIIb-O3 sp001629205, 95.0, 74.65, 0.02; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 74.61, 0.03; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 74.61, 0.04; GCA_002172375.1, s__MGIIb-O3 sp002172375, 95.0, 74.46, 0.01	42.95	11	N/A	N/A
AG-457-P23_contigs.fasta.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp003602515	GCA_003602515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp003602515	99.42	0.8	GCA_003602515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp003602515	99.42	0.8	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 88.39, 0.61; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 84.26, 0.46; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 83.99, 0.63; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 81.53, 0.57; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 79.44, 0.55; GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 79.02, 0.32; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 78.98, 0.34; GCA_002503285.1, s__MGIIb-O3 sp002503285, 95.0, 78.86, 0.03; GCA_002712575.1, s__MGIIb-O3 sp002712575, 95.0, 78.5, 0.02; GCA_001629205.1, s__MGIIb-O3 sp001629205, 95.0, 78.38, 0.04; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 78.33, 0.24; GCA_002457145.1, s__MGIIb-O3 sp002457145, 95.0, 78.01, 0.02; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.88, 0.19; GCA_002719615.1, s__MGIIb-O3 sp002719615, 95.0, 77.64, 0.03; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.52, 0.16; GCA_002728565.1, s__MGIIb-O3 sp002728565, 95.0, 77.51, 0.08; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 77.36, 0.16; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.36, 0.2; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 77.35, 0.2; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 77.3, 0.14; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.23, 0.16; GCA_002172185.1, s__MGIIb-O3 sp002172185, 95.0, 77.04, 0.19; GCA_002722735.1, s__MGIIb-O3 sp002722735, 95.0, 76.77, 0.11; GCA_002496485.1, s__MGIIb-O3 sp002496485, 95.0, 76.68, 0.04; GCA_002731195.1, s__MGIIb-O3 sp002731195, 95.0, 76.65, 0.01; GCA_002172375.1, s__MGIIb-O3 sp002172375, 95.0, 76.55, 0.02; GCA_003602595.1, s__MGIIb-O3 sp003602595, 95.0, 76.25, 0.02	64.48	11	N/A	N/A
GCA_002683155.1_ASM268315v1_cds_from_genomic.fna.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002683155	GCA_002683155.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002683155	100.0	1.0	GCA_002683155.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002683155	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 81.33, 0.39; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 79.87, 0.46; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 79.53, 0.46; GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 79.45, 0.05; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 79.2, 0.46; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 78.66, 0.02; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.56, 0.34; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.04, 0.17; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 77.0, 0.05; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 76.97, 0.02; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 76.96, 0.1; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 76.66, 0.1; GCA_002728565.1, s__MGIIb-O3 sp002728565, 95.0, 74.69, 0.05; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 74.68, 0.0; GCA_002722735.1, s__MGIIb-O3 sp002722735, 95.0, 74.6, 0.02; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 74.52, 0.0; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 74.44, 0.05; GCA_002503285.1, s__MGIIb-O3 sp002503285, 95.0, 74.44, 0.02	48.83	11	N/A	N/A
AG-422-O22_contigs.fasta.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002683155	GCA_002683155.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002683155	97.87	0.78	GCA_002683155.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002683155	97.87	0.78	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 82.51, 0.68; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 81.59, 0.69; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 81.57, 0.62; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 81.06, 0.43; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 79.06, 0.52; GCA_001629205.1, s__MGIIb-O3 sp001629205, 95.0, 79.05, 0.05; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 78.93, 0.31; GCA_002496485.1, s__MGIIb-O3 sp002496485, 95.0, 78.24, 0.04; GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 78.19, 0.33; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 78.09, 0.21; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 78.05, 0.25; GCA_002172375.1, s__MGIIb-O3 sp002172375, 95.0, 77.99, 0.02; GCA_002731195.1, s__MGIIb-O3 sp002731195, 95.0, 77.97, 0.04; GCA_003602595.1, s__MGIIb-O3 sp003602595, 95.0, 77.89, 0.02; GCA_002503285.1, s__MGIIb-O3 sp002503285, 95.0, 77.68, 0.04; GCA_002457145.1, s__MGIIb-O3 sp002457145, 95.0, 77.62, 0.04; GCA_002712575.1, s__MGIIb-O3 sp002712575, 95.0, 77.61, 0.03; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.57, 0.19; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 77.56, 0.2; GCA_002728565.1, s__MGIIb-O3 sp002728565, 95.0, 77.46, 0.08; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 77.4, 0.17; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.28, 0.15; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.16, 0.19; GCA_002719615.1, s__MGIIb-O3 sp002719615, 95.0, 77.12, 0.04; GCA_002172185.1, s__MGIIb-O3 sp002172185, 95.0, 77.07, 0.18; GCA_002722735.1, s__MGIIb-O3 sp002722735, 95.0, 76.99, 0.12; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 76.93, 0.13	65.98	11	N/A	N/A
AH-287-K16_contigs.fasta.fna	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001628485	GCA_001628485.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001628485	96.96	0.75	GCA_001628485.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001628485	96.96	0.75	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 94.33, 0.6; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 91.61, 0.73; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 83.28, 0.45; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 78.53, 0.16; GCA_002496485.1, s__MGIIb-O3 sp002496485, 95.0, 78.39, 0.04; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 78.38, 0.17; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.18, 0.25; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 78.05, 0.2; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 78.02, 0.25; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 77.93, 0.09; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 77.91, 0.27; GCA_001629205.1, s__MGIIb-O3 sp001629205, 95.0, 77.58, 0.04; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 77.53, 0.17; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 77.48, 0.15; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.41, 0.17; GCA_002172185.1, s__MGIIb-O3 sp002172185, 95.0, 77.31, 0.12; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.29, 0.12; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.25, 0.2; GCA_002728565.1, s__MGIIb-O3 sp002728565, 95.0, 77.22, 0.07; GCA_002722735.1, s__MGIIb-O3 sp002722735, 95.0, 77.03, 0.12; GCA_002731195.1, s__MGIIb-O3 sp002731195, 95.0, 76.63, 0.02; GCA_002719615.1, s__MGIIb-O3 sp002719615, 95.0, 76.55, 0.02; GCA_002712575.1, s__MGIIb-O3 sp002712575, 95.0, 75.88, 0.04; GCA_002172375.1, s__MGIIb-O3 sp002172375, 95.0, 75.85, 0.02; GCA_002457145.1, s__MGIIb-O3 sp002457145, 95.0, 75.68, 0.03; GCA_002503285.1, s__MGIIb-O3 sp002503285, 95.0, 75.39, 0.04; GCA_003602595.1, s__MGIIb-O3 sp003602595, 95.0, 74.75, 0.01	22.99	11	N/A	N/A
